State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,KMeans_Cluster,Hierarchical_Cluster,DBSCAN_Cluster,GMM_Cluster,Recency,Frequency,Monetary,High_Usage,High_Complaints,Total_Calls,Avg_Minutes_Per_Call,Intl_Usage_Ratio,Charge_Per_Minute,Day_Night_Ratio,Intl_Call_Ratio
WV,58,408,No,Yes,39,211.9,40,36.02,274.4,76,23.32,210.5,139,9.47,5.4,4,1.46,1,False,1,1,-1,0,1,702.1999999999999,70.27,1,0,259,2.7007692307692306,0.007679180887372015,0.09992889647326508,1.0018912529550827,0.015384615384615385
IA,88,415,No,No,0,113.7,67,19.33,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1,False,1,0,-1,1,1,431.1,42.65,0,0,339,1.2679411764705883,0.02499421430224485,0.09870400370284656,0.7978947368421053,0.008823529411764706
NE,67,415,No,Yes,41,174.7,86,29.7,160.6,93,13.65,155.3,108,6.99,13.4,1,3.62,0,False,0,2,-1,2,0,503.99999999999994,53.96,0,0,288,1.7439446366782005,0.026534653465346537,0.10685148514851486,1.1177223288547664,0.0034602076124567475
WA,152,510,No,No,0,161.4,84,27.44,163.6,88,13.91,153.2,121,6.89,11.8,5,3.19,1,False,0,1,-1,1,1,490.0,51.43,0,0,298,1.6387959866220736,0.024032586558044806,0.10474541751527496,1.046692607003891,0.016722408026755852
PA,142,510,No,Yes,40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1,False,2,0,-1,0,1,757.8,74.66,1,0,284,2.6589473684210523,0.008434370057986295,0.09839219820769636,0.8708946772366931,0.010526315789473684
ID,105,408,No,No,0,232.6,96,39.54,253.4,117,21.54,154.0,101,6.93,10.5,9,2.84,1,False,0,0,-1,0,1,650.5,70.85,1,0,323,2.007716049382716,0.016116653875671526,0.10874904067536453,1.5006451612903224,0.027777777777777776
DC,93,408,No,Yes,22,306.2,123,52.05,189.7,83,16.12,240.3,107,10.81,11.7,2,3.16,0,False,2,0,-1,2,0,747.9000000000001,82.14,1,0,315,2.3667721518987346,0.015622913606623044,0.10968086526906128,1.2689598010774967,0.006329113924050633
KY,79,415,No,No,0,236.8,135,40.26,186.4,87,15.84,126.9,112,5.71,10.4,5,2.81,2,False,0,0,-1,0,2,560.5,64.61999999999999,0,0,339,1.6485294117647058,0.018521816562778272,0.11508459483526268,1.851446442533229,0.014705882352941176
SC,88,408,No,No,0,153.5,94,26.1,251.7,118,21.39,182.2,99,8.2,8.5,6,2.3,1,False,1,0,-1,1,1,595.9,57.989999999999995,1,0,317,1.8738993710691823,0.01424024124643994,0.097151951750712,0.8378820960698691,0.018867924528301886
NC,110,408,No,No,0,159.5,145,27.12,202.3,101,17.2,256.0,96,11.52,16.7,2,4.51,2,False,2,0,-1,2,2,634.5,60.35,1,0,344,1.8391304347826087,0.026278520849724624,0.0949645948072384,0.6206225680933852,0.005797101449275362
NY,209,415,No,No,0,153.7,105,26.13,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,0,False,1,0,-1,1,0,553.8,54.089999999999996,0,0,289,1.909655172413793,0.01928622927180966,0.09749459264599857,0.761645193260654,0.006896551724137931
OR,27,510,No,No,0,232.1,81,39.46,210.8,101,17.92,165.4,87,7.44,15.0,6,4.05,5,False,0,0,-1,2,5,623.3,68.87,1,1,275,2.2583333333333333,0.02402691013935608,0.11031555341983022,1.3948317307692306,0.021739130434782608
IL,117,415,No,No,0,201.9,86,34.32,212.3,96,18.05,176.9,98,7.96,7.8,10,2.11,1,False,2,1,-1,0,1,598.9,62.440000000000005,1,0,290,2.0580756013745702,0.013002167027837973,0.10408401400233373,1.1349072512647556,0.03436426116838488
MA,87,408,No,No,0,186.9,79,31.77,182.6,105,15.52,143.1,90,6.44,4.2,14,1.13,1,False,2,0,-1,0,1,516.8000000000001,54.86,0,0,288,1.7882352941176474,0.008111239860950173,0.10594824256469677,1.2970159611380987,0.04844290657439446
CT,129,510,No,Yes,27,196.6,89,33.42,180.6,95,15.35,245.0,83,11.03,6.6,5,1.78,1,False,1,0,-1,1,1,628.8000000000001,61.580000000000005,1,0,272,2.3032967032967036,0.01047951730708161,0.09777707208637662,0.7991869918699187,0.018315018315018316
WI,142,510,No,No,0,232.1,102,39.46,168.2,110,14.3,197.3,120,8.88,9.9,3,2.67,1,False,2,0,-1,2,1,607.4999999999999,65.31,1,0,335,1.808035714285714,0.016269515201314713,0.10732949876746099,1.1704488149268784,0.008928571428571428
OK,112,415,No,No,0,166.0,79,28.22,74.6,100,6.34,247.9,74,11.16,6.3,7,1.7,0,False,2,0,-1,0,0,494.8,47.42,0,0,260,1.8957854406130268,0.012706736587333602,0.09564340459862848,0.6669345118521495,0.02681992337164751
AZ,97,408,No,Yes,25,141.0,101,23.97,212.0,85,18.02,175.2,138,7.88,4.9,2,1.32,3,False,1,0,-1,0,3,533.1,51.19,0,0,326,1.6302752293577982,0.009174311926605505,0.09584347500468077,0.8002270147559591,0.0061162079510703364
KS,101,415,No,No,0,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1,False,2,2,-1,2,1,677.8000000000001,70.02,1,0,251,2.68968253968254,0.01060695344725987,0.10315262227460223,1.0728200371057515,0.027777777777777776
KS,127,415,No,Yes,24,154.8,69,26.32,177.2,105,15.06,207.6,102,9.34,9.0,4,2.43,1,False,1,2,-1,2,1,548.6,53.15,0,0,280,1.9523131672597867,0.016375545851528384,0.09670669577874817,0.7420901246404603,0.014234875444839857
WY,148,408,No,No,0,243.0,115,41.31,191.8,91,16.3,117.8,93,5.3,13.4,5,3.62,2,False,0,1,-1,2,2,566.0,66.53,0,0,304,1.8557377049180328,0.0236331569664903,0.117336860670194,2.0454545454545454,0.01639344262295082
OK,138,510,No,Yes,33,155.2,139,26.38,268.3,79,22.81,186.4,71,8.39,9.7,4,2.62,3,False,0,0,-1,0,3,619.6,60.199999999999996,1,0,293,2.107482993197279,0.015630035449564934,0.09700290041894939,0.8281750266808964,0.013605442176870748
WA,84,415,No,No,0,289.1,100,49.15,233.8,97,19.87,223.5,148,10.06,12.7,2,3.43,2,True,2,1,-1,1,2,759.1000000000001,82.51,1,0,347,2.1813218390804603,0.01670832785159847,0.10855150638073936,1.287750556792873,0.005747126436781609
MD,133,510,No,No,0,295.0,141,50.15,223.6,101,19.01,229.4,109,10.32,12.9,4,3.48,2,True,2,1,-1,0,2,760.9,82.96,1,0,355,2.1373595505617975,0.01693135582097388,0.10888568053550335,1.2803819444444444,0.011235955056179775
NY,120,510,No,Yes,27,128.5,115,21.85,163.7,91,13.91,242.9,121,10.93,0.0,0,0.0,1,False,1,0,-1,1,1,535.1,46.690000000000005,0,0,327,1.6314024390243904,0.0,0.08709196045513898,0.5268552685526855,0.0
WI,87,415,No,No,0,238.0,97,40.46,164.5,97,13.98,282.5,132,12.71,10.6,6,2.86,2,False,2,0,-1,2,2,695.6,70.01,1,0,332,2.088888888888889,0.01521676715475165,0.10050244042492106,0.8395061728395061,0.018018018018018018
AK,99,510,No,No,0,238.4,96,40.53,246.5,130,20.95,198.4,117,8.93,12.4,4,3.35,3,False,2,0,-1,1,3,695.6999999999999,73.75999999999999,1,0,347,1.9991379310344826,0.017798191474092152,0.10587053251040619,1.1955867602808425,0.011494252873563218
AZ,48,415,No,Yes,27,141.1,109,23.99,224.7,94,19.1,174.3,122,7.84,13.2,2,3.56,1,False,0,0,-1,0,1,553.3,54.49000000000001,0,0,327,1.686890243902439,0.023813819231463106,0.09830416741836553,0.8049058756417569,0.006097560975609756
KS,57,415,No,No,0,158.1,117,26.88,115.2,149,9.79,182.4,92,8.21,11.8,7,3.19,0,False,2,2,-1,2,0,467.50000000000006,48.07,0,0,365,1.277322404371585,0.02518676627534685,0.10260405549626467,0.862050163576881,0.01912568306010929
CA,127,510,No,No,0,107.9,128,18.34,187.0,77,15.9,218.5,95,9.83,0.0,0,0.0,0,False,1,1,-1,2,0,513.4,44.07,0,0,300,1.7056478405315614,0.0,0.08567262830482116,0.4915717539863326,0.0
IN,114,408,No,No,0,203.8,85,34.65,87.8,110,7.46,166.2,122,7.48,11.7,4,3.16,1,False,0,0,-1,0,1,469.5,52.75,0,0,321,1.4580745341614907,0.024867162592986183,0.11211477151965994,1.2188995215311007,0.012422360248447204
CA,84,415,No,No,0,280.0,113,47.6,202.2,90,17.19,156.8,103,7.06,10.4,4,2.81,0,True,2,1,-1,2,0,649.4,74.66000000000001,1,0,310,2.0881028938906754,0.015990159901599018,0.11479089790897912,1.7743979721166032,0.012861736334405145
WI,114,415,No,Yes,26,137.1,88,23.31,155.7,125,13.23,247.6,94,11.14,11.5,7,3.11,2,False,1,0,-1,2,2,551.9,50.79,0,0,314,1.752063492063492,0.020799421233496113,0.09186109603906674,0.5514883346741754,0.022222222222222223
AL,106,408,No,Yes,29,83.6,131,14.21,203.9,131,17.33,229.5,73,10.33,8.1,3,2.19,1,False,1,0,-1,0,1,525.1,44.059999999999995,0,0,338,1.5489675516224188,0.015396312488120128,0.0837483368180954,0.3626898047722342,0.008849557522123894
VT,60,415,No,No,0,193.9,118,32.96,85.0,110,7.23,210.1,134,9.45,13.2,8,3.56,3,False,2,0,-1,0,3,502.2,53.2,0,0,370,1.3536388140161726,0.026232114467408585,0.1057233704292528,0.9185220274751303,0.0215633423180593
WV,159,415,No,No,0,169.8,114,28.87,197.7,105,16.8,193.7,82,8.72,11.6,4,3.13,1,False,0,1,-1,0,1,572.8000000000001,57.52,0,0,305,1.8718954248366015,0.020216103171836874,0.10024398745207388,0.8721109399075502,0.013071895424836602
CT,184,510,Yes,No,0,213.8,105,36.35,159.6,84,13.57,139.2,137,6.26,5.0,10,1.35,2,False,2,0,-1,1,2,517.5999999999999,57.53,0,0,336,1.5359050445103855,0.009641342074816817,0.11093328191284228,1.5249643366619117,0.02967359050445104
